1	3282.0
2	3209.0
3	3273.0
4	3144.0
5	3153.0
6	3091.0
7	3183.0
8	3175.0
9	3121.0
10	2967.0
11	3186.0
12	3066.0
13	3155.0
14	3294.0
15	3150.0
16	3117.0
17	3252.0
18	3247.0
19	3174.0
20	3258.0
21	3148.0
22	3215.0
23	3157.0
24	3095.0
25	3161.0
26	3084.0
27	3188.0
28	3214.0
29	3131.0
30	3215.0
31	3130.0
32	3195.0
33	3240.0
34	3183.0
35	3224.0
36	3101.0
37	2952.0
38	3351.0
39	3107.0
40	3130.0
41	3219.0
42	3219.0
43	3273.0
44	3333.0
45	3330.0
46	3295.0
47	3311.0
48	3472.0
49	3157.0
50	3242.0
51	3385.0
52	3472.0
53	3281.0
54	3217.0
55	3156.0
56	3224.0
57	3332.0
58	3392.0
59	3405.0
60	3316.0
61	3358.0
62	3344.0
63	3402.0
64	3262.0
65	3262.0
66	3527.0
67	3577.0
68	3556.0
69	3455.0
70	3403.0
71	3429.0
72	3420.0
73	3245.0
74	3423.0
75	3490.0
76	3340.0
77	3267.0
78	3530.0
79	3509.0
80	3333.0
81	3385.0
82	3608.0
83	3551.0
84	3467.0
85	3590.0
86	3401.0
87	3424.0
88	3622.0
89	3478.0
90	3560.0
91	3479.0
92	3441.0
93	3442.0
94	3361.0
95	3579.0
96	3503.0
97	3388.0
98	3377.0
99	3438.0
100	3261.0
101	3306.0
102	3327.0
103	3395.0
104	3254.0
105	3281.0
106	3286.0
107	3309.0
108	3196.0
109	3166.0
110	3311.0
111	3191.0
112	3225.0
113	3318.0
114	3328.0
115	3293.0
116	3305.0
117	3253.0
118	3301.0
119	3235.0
120	3131.0
121	3156.0
122	3398.0
123	3369.0
124	3100.0
125	3253.0
126	3153.0
127	3172.0
128	3197.0
129	3026.0
130	3109.0
131	3283.0
132	3222.0
133	3152.0
134	3297.0
135	3336.0
136	3314.0
137	3418.0
138	3289.0
139	3154.0
140	3390.0
141	3015.0
142	3325.0
143	3265.0
144	3279.0
145	3301.0
146	3302.0
147	3128.0
148	3233.0
149	3199.0
150	3475.0
151	3173.0
152	3339.0
153	3239.0
154	3338.0
155	3359.0
156	3417.0
157	3368.0
158	3347.0
159	3292.0
160	3384.0
161	3268.0
162	3402.0
163	3062.0
164	3371.0
165	3289.0
166	3344.0
167	3353.0
168	3393.0
169	3419.0
170	3232.0
171	3319.0
172	3287.0
173	3152.0
174	3311.0
175	3262.0
176	3361.0
177	3041.0
178	3183.0
179	3277.0
180	3262.0
181	3263.0
182	3243.0
183	3278.0
184	3350.0
185	3274.0
186	3260.0
187	3365.0
188	3328.0
189	3304.0
190	3258.0
191	3297.0
192	3509.0
193	3147.0
194	3221.0
195	3279.0
196	3206.0
197	3221.0
198	3309.0
199	3400.0
200	3361.0
201	3240.0
202	3245.0
203	3234.0
204	3133.0
205	3075.0
206	3149.0
207	3415.0
208	3402.0
209	3338.0
210	3345.0
211	3327.0
212	3343.0
213	3167.0
214	3377.0
215	3253.0
216	3338.0
217	3278.0
218	3329.0
219	3268.0
220	3277.0
221	3238.0
222	3240.0
223	3343.0
224	3315.0
225	3265.0
226	3378.0
227	3216.0
228	3226.0
229	3367.0
230	3208.0
231	3314.0
232	3295.0
233	3322.0
234	3280.0
235	3116.0
236	3290.0
237	3133.0
238	3208.0
239	3367.0
240	3252.0
241	3198.0
242	3111.0
243	3330.0
244	3295.0
245	3243.0
246	3214.0
247	3261.0
248	3339.0
249	3333.0
250	3272.0
251	3161.0
252	3346.0
253	3299.0
254	3290.0
255	3220.0
256	3361.0
257	3369.0
258	3393.0
259	3246.0
260	3297.0
261	3334.0
262	3229.0
263	3269.0
264	3236.0
265	3233.0
266	3302.0
267	3293.0
268	3270.0
269	3308.0
270	3287.0
271	3332.0
272	3290.0
273	3335.0
274	3396.0
275	3407.0
276	3264.0
277	3412.0
278	3445.0
279	3359.0
280	3487.0
281	3415.0
282	3372.0
283	3337.0
284	3417.0
285	3319.0
286	3380.0
287	3322.0
288	3218.0
289	3351.0
290	3297.0
291	3235.0
292	3220.0
293	3294.0
294	3163.0
295	3190.0
296	3188.0
297	3117.0
298	3304.0
299	3216.0
300	3211.0
301	3244.0
302	3415.0
303	3216.0
304	3201.0
305	3300.0
306	3290.0
307	3208.0
308	3175.0
309	3112.0
310	3193.0
311	3357.0
312	3149.0
313	3453.0
314	3434.0
315	3249.0
316	3292.0
317	3367.0
318	3256.0
319	3236.0
320	3370.0
321	3455.0
322	3355.0
323	3338.0
324	3315.0
325	3385.0
326	3326.0
327	3103.0
328	3400.0
329	3401.0
330	3297.0
331	3457.0
332	3334.0
333	3427.0
334	3284.0
335	3170.0
336	3267.0
337	3370.0
338	3273.0
339	3329.0
340	3093.0
341	3096.0
342	3285.0
343	3424.0
344	3321.0
345	3354.0
346	3152.0
347	3299.0
348	3360.0
349	3276.0
350	3368.0
351	3320.0
352	3305.0
353	3251.0
354	3314.0
355	3412.0
356	3347.0
357	3334.0
358	3309.0
359	3388.0
360	3290.0
361	3308.0
362	3469.0
363	3331.0
364	3305.0
365	3267.0
366	3365.0
367	3347.0
368	3431.0
369	3428.0
370	3274.0
371	3284.0
372	3256.0
373	3482.0
374	3242.0
375	3350.0
376	3267.0
377	3356.0
378	3296.0
379	3396.0
380	3174.0
381	3276.0
382	3345.0
383	3417.0
384	3252.0
385	3303.0
386	3199.0
387	3350.0
388	3243.0
389	3220.0
390	3193.0
391	3238.0
392	3267.0
393	3305.0
394	3347.0
395	3241.0
396	3342.0
397	3374.0
398	3293.0
399	3223.0
400	3362.0
401	3395.0
402	3320.0
403	3218.0
404	3295.0
405	3258.0
406	3414.0
407	3268.0
408	3303.0
409	3312.0
410	3255.0
411	3276.0
412	3189.0
413	3404.0
414	3211.0
415	3422.0
416	3399.0
417	3345.0
418	3241.0
419	3403.0
420	3385.0
421	3200.0
422	3208.0
423	3284.0
424	3094.0
425	3117.0
426	3100.0
427	3209.0
428	3096.0
429	3350.0
430	3352.0
431	3334.0
432	3324.0
433	3321.0
434	3411.0
435	3416.0
436	3378.0
437	3382.0
438	3385.0
439	3390.0
440	3419.0
441	3447.0
442	3403.0
443	3388.0
444	3291.0
445	3272.0
446	3457.0
447	3411.0
448	3272.0
449	3303.0
450	3311.0
451	3314.0
452	3286.0
453	3327.0
454	3185.0
455	3333.0
456	3370.0
457	3336.0
458	3312.0
459	3278.0
460	3207.0
461	3192.0
462	3420.0
463	3326.0
464	3408.0
465	3307.0
466	3343.0
467	3492.0
468	3255.0
469	3303.0
470	3092.0
471	3353.0
472	3339.0
473	3084.0
474	3382.0
475	3216.0
476	3218.0
477	3125.0
478	3216.0
479	3324.0
480	3312.0
481	3280.0
482	3252.0
483	3374.0
484	3247.0
485	3381.0
486	3133.0
487	3085.0
488	3219.0
489	3341.0
490	3266.0
491	3352.0
492	3236.0
493	3331.0
494	3227.0
495	3398.0
496	3306.0
497	3120.0
498	3247.0
499	3384.0
500	3225.0
501	3427.0
502	3294.0
503	3243.0
504	3440.0
505	3304.0
506	3258.0
507	3258.0
508	3278.0
509	3298.0
510	3464.0
511	3355.0
512	3270.0
513	3349.0
514	3242.0
515	3246.0
516	3329.0
517	3256.0
518	3416.0
519	3339.0
520	3249.0
521	3375.0
522	3437.0
523	3483.0
524	3351.0
525	3350.0
526	3185.0
527	3347.0
528	3310.0
529	3234.0
530	3446.0
531	3325.0
532	3226.0
533	3389.0
534	3311.0
535	3275.0
536	3381.0
537	3376.0
538	3468.0
539	3276.0
540	3388.0
541	3286.0
542	3292.0
543	3155.0
544	3234.0
545	3306.0
546	3416.0
547	3392.0
548	3207.0
549	3344.0
550	3376.0
551	3416.0
552	3379.0
553	3385.0
554	3187.0
555	3436.0
556	3326.0
557	3263.0
558	3328.0
559	3451.0
560	3558.0
561	3476.0
562	3247.0
563	3530.0
564	3354.0
565	3403.0
566	3192.0
567	3418.0
568	3178.0
569	3245.0
570	3299.0
571	3243.0
572	3381.0
573	3345.0
574	3353.0
575	3361.0
576	3221.0
577	3266.0
578	3368.0
579	3151.0
580	3215.0
581	3197.0
582	3265.0
583	3186.0
584	3191.0
585	3206.0
586	3229.0
587	3283.0
588	3228.0
589	3184.0
590	3268.0
591	3295.0
592	3233.0
593	3336.0
594	3262.0
595	3172.0
596	3276.0
597	3261.0
598	3195.0
599	3198.0
600	3207.0
